year,st,stateno,state,exp_public_welfare,gini_coef,welfare_spending_percap,x_chip_pregnantwomen,z_ssi_afdc_families_payments,z_tanf_initialelig
1989,UT,44,Utah,NA,0.56053263,215.9700012,NA,632.235,NA
1990,UT,44,Utah,NA,0.5618937,265.8099976,NA,619.795,NA
1991,UT,44,Utah,NA,0.56369752,301.1700134,NA,607.017,NA
1992,UT,44,Utah,NA,0.56615275,366.5899963,NA,566.36,NA
1993,UT,44,Utah,NA,0.55803514,395.2999878,NA,NA,NA
1994,UT,44,Utah,NA,0.5600456,424.5599976,NA,NA,NA
1995,UT,44,Utah,NA,0.56497073,467.230011,NA,NA,NA
1996,UT,44,Utah,NA,0.58118075,470.8299866,NA,NA,760.75
1997,UT,44,Utah,NA,0.56567353,479.3900146,NA,NA,745.658
1998,UT,44,Utah,NA,0.56232619,495.9100037,133,NA,753.683
1999,UT,44,Utah,NA,0.56930512,611.8300171,133,NA,724.585
2000,UT,44,Utah,NA,0.57365936,655.7199707,133,NA,689.789
2001,UT,44,Utah,NA,0.55457282,626.1099854,133,NA,694.008
2002,UT,44,Utah,NA,0.5619427,677.2000122,133,NA,674.291
2003,UT,44,Utah,NA,0.57191545,738.7999878,133,NA,652.055
2004,UT,44,Utah,NA,0.58189487,817.1300049,133,NA,617.807
2005,UT,44,Utah,NA,0.59166479,796.25,133,NA,582.807
2006,UT,44,Utah,NA,0.59062445,836.8400269,133,NA,557.21
2007,UT,44,Utah,NA,0.5918144,NA,133,NA,622.904
2008,UT,44,Utah,NA,0.58605063,NA,133,NA,600.1
2009,UT,44,Utah,NA,0.589526,NA,200,NA,602.51
2010,UT,44,Utah,NA,0.5917964,NA,200,NA,593.022
2011,UT,44,Utah,NA,0.59633583,NA,133,NA,574.634
2012,UT,44,Utah,2924560,0.61528987,NA,133,NA,562.815
2013,UT,44,Utah,3017968,0.59523779,NA,NA,NA,551.779
2014,UT,44,Utah,3148743,NA,NA,NA,NA,NA
2015,UT,44,Utah,3245210,NA,NA,NA,NA,NA
2016,UT,44,Utah,3405959,NA,NA,NA,NA,NA
2017,UT,44,Utah,NA,NA,NA,NA,NA,NA
2018,UT,44,Utah,NA,NA,NA,NA,NA,NA
2019,UT,44,Utah,NA,NA,NA,NA,NA,NA
2020,UT,44,Utah,NA,NA,NA,NA,NA,NA
1900,VA,46,Virginia,NA,NA,NA,NA,NA,NA
1901,VA,46,Virginia,NA,NA,NA,NA,NA,NA
1902,VA,46,Virginia,NA,NA,NA,NA,NA,NA
1903,VA,46,Virginia,NA,NA,NA,NA,NA,NA
1904,VA,46,Virginia,NA,NA,NA,NA,NA,NA
1905,VA,46,Virginia,NA,NA,NA,NA,NA,NA
1906,VA,46,Virginia,NA,NA,NA,NA,NA,NA
1907,VA,46,Virginia,NA,NA,NA,NA,NA,NA
1908,VA,46,Virginia,NA,NA,NA,NA,NA,NA
1909,VA,46,Virginia,NA,NA,NA,NA,NA,NA
1910,VA,46,Virginia,NA,NA,NA,NA,NA,NA
1911,VA,46,Virginia,NA,NA,NA,NA,NA,NA
1912,VA,46,Virginia,NA,NA,NA,NA,NA,NA
1913,VA,46,Virginia,NA,NA,NA,NA,NA,NA
1914,VA,46,Virginia,NA,NA,NA,NA,NA,NA
1915,VA,46,Virginia,NA,NA,NA,NA,NA,NA
1916,VA,46,Virginia,NA,NA,NA,NA,NA,NA
1917,VA,46,Virginia,NA,0.43585348,NA,NA,NA,NA
1918,VA,46,Virginia,NA,0.38419804,NA,NA,NA,NA
1919,VA,46,Virginia,NA,0.38956311,NA,NA,NA,NA
1920,VA,46,Virginia,NA,0.35929009,NA,NA,NA,NA
1921,VA,46,Virginia,NA,0.36261344,NA,NA,NA,NA
1922,VA,46,Virginia,NA,0.3841446,NA,NA,NA,NA
1923,VA,46,Virginia,NA,0.36335355,NA,NA,NA,NA
1924,VA,46,Virginia,NA,0.39593866,NA,NA,NA,NA
1925,VA,46,Virginia,NA,0.4366931,NA,NA,NA,NA
1926,VA,46,Virginia,NA,0.45746145,NA,NA,NA,NA
1927,VA,46,Virginia,NA,0.47655535,NA,NA,NA,NA
1928,VA,46,Virginia,NA,0.48599753,NA,NA,NA,NA
1929,VA,46,Virginia,NA,0.47012913,NA,NA,NA,NA
1930,VA,46,Virginia,NA,0.42970467,NA,NA,NA,NA
1931,VA,46,Virginia,NA,0.4191362,NA,NA,NA,NA
1932,VA,46,Virginia,NA,0.39639506,NA,NA,NA,NA
1933,VA,46,Virginia,NA,0.40609035,NA,NA,NA,NA
1934,VA,46,Virginia,NA,0.41669136,NA,NA,NA,NA
1935,VA,46,Virginia,NA,0.41426975,NA,NA,NA,NA
1936,VA,46,Virginia,NA,0.43904713,NA,NA,742.577,NA
1937,VA,46,Virginia,NA,0.4271014,NA,NA,716.793,NA
1938,VA,46,Virginia,NA,0.41881028,NA,NA,440.816,NA
1939,VA,46,Virginia,NA,0.41360936,NA,NA,496.642,NA
1940,VA,46,Virginia,NA,0.38314232,NA,NA,471.849,NA
1941,VA,46,Virginia,NA,0.38297328,NA,NA,439.557,NA
1942,VA,46,Virginia,NA,0.40087649,NA,NA,414.257,NA
1943,VA,46,Virginia,NA,0.39541066,NA,NA,437.77,NA
1944,VA,46,Virginia,NA,0.4240602,NA,NA,502.668,NA
1945,VA,46,Virginia,NA,0.45270973,NA,NA,582.004,NA
1946,VA,46,Virginia,NA,0.43952242,NA,NA,582.133,NA
1947,VA,46,Virginia,NA,0.41944259,NA,NA,576.692,NA
1948,VA,46,Virginia,NA,0.41406772,NA,NA,577.932,NA
1949,VA,46,Virginia,NA,0.40785551,NA,NA,606.216,NA
1950,VA,46,Virginia,NA,0.41727614,NA,NA,628.83,NA
1951,VA,46,Virginia,NA,0.42434886,NA,NA,639.891,NA
1952,VA,46,Virginia,NA,0.42628911,NA,NA,676,NA
1953,VA,46,Virginia,NA,0.42431253,NA,NA,805.948,NA
1954,VA,46,Virginia,NA,0.4262071,NA,NA,793.02,NA
1955,VA,46,Virginia,NA,0.43892184,NA,NA,794.768,NA
1956,VA,46,Virginia,NA,0.44622174,NA,NA,821.805,NA
1957,VA,46,Virginia,NA,0.43245283,NA,NA,840.068,NA
1958,VA,46,Virginia,NA,0.45116165,NA,NA,851.036,NA
1959,VA,46,Virginia,NA,0.45131621,NA,NA,920.023,NA
1960,VA,46,Virginia,NA,0.45322776,NA,NA,941.414,NA
1961,VA,46,Virginia,NA,0.45475915,NA,NA,1058.06,NA
1962,VA,46,Virginia,NA,0.45793998,NA,NA,1026.19,NA
1963,VA,46,Virginia,NA,0.46324304,NA,NA,1020.26,NA
1964,VA,46,Virginia,NA,0.46270022,NA,NA,997.5,NA
1965,VA,46,Virginia,NA,0.46799907,NA,NA,984.216,NA
1966,VA,46,Virginia,NA,0.46881476,NA,NA,1010.95,NA
1967,VA,46,Virginia,NA,0.46448961,NA,NA,1341.24,NA
1968,VA,46,Virginia,NA,0.47258586,NA,NA,978.324,NA
1969,VA,46,Virginia,NA,0.46183649,NA,NA,1179.65,NA
1970,VA,46,Virginia,NA,0.46094015,NA,NA,1127.88,NA
1971,VA,46,Virginia,NA,0.46087444,NA,NA,1030.73,NA
1972,VA,46,Virginia,NA,0.4689953,NA,NA,930.62,NA
1973,VA,46,Virginia,NA,0.46789637,NA,NA,871.306,NA
1974,VA,46,Virginia,NA,0.46867564,NA,NA,880.136,NA
1975,VA,46,Virginia,NA,0.47129947,80.52999878,NA,802.132,NA
1976,VA,46,Virginia,NA,0.46975544,82.98999786,NA,733.611,NA
1977,VA,46,Virginia,NA,0.45698726,95.44000244,NA,677.339,NA
1978,VA,46,Virginia,NA,0.45586219,99.95999908,NA,684.648,NA
1979,VA,46,Virginia,NA,0.47341228,110.1600037,NA,615.605,NA
1980,VA,46,Virginia,NA,0.47048178,130.3200073,NA,593.576,NA
1981,VA,46,Virginia,NA,0.47713596,147.7700043,NA,556.211,NA
1982,VA,46,Virginia,NA,0.47313058,161.7899933,NA,513.606,NA
1983,VA,46,Virginia,NA,0.4728829,155.1699982,NA,497.803,NA
1984,VA,46,Virginia,NA,0.47543153,160.3300018,NA,504.424,NA
1985,VA,46,Virginia,NA,0.48334786,166.7899933,NA,517.91,NA
1986,VA,46,Virginia,NA,0.49409363,165.4900055,NA,505,NA
1987,VA,46,Virginia,NA,0.5101583,178.5399933,NA,489.19,NA
1988,VA,46,Virginia,NA,0.52701759,194.5899963,NA,477.06,NA
1989,VA,46,Virginia,NA,0.54421383,202.2200012,NA,457.679,NA
1990,VA,46,Virginia,NA,0.54487604,239.8200073,NA,447.119,NA
1991,VA,46,Virginia,NA,0.54464167,288.730011,NA,444.198,NA
1992,VA,46,Virginia,NA,0.54752964,328.0799866,NA,416.581,NA
1993,VA,46,Virginia,NA,0.54124689,378.75,NA,NA,NA
1994,VA,46,Virginia,NA,0.53864884,387.2399902,NA,NA,NA
1995,VA,46,Virginia,NA,0.54314572,422.8599854,NA,NA,NA
1996,VA,46,Virginia,NA,0.56171358,437.5799866,NA,NA,414.587
1997,VA,46,Virginia,NA,0.55609035,480.2900085,NA,NA,NA
1998,VA,46,Virginia,NA,0.56479537,503.8200073,133,NA,NA
1999,VA,46,Virginia,NA,0.57280356,528.5800171,133,NA,NA
2000,VA,46,Virginia,NA,0.57673848,568.2000122,133,NA,NA
2001,VA,46,Virginia,NA,0.55954832,612.0599976,133,NA,401.003
2002,VA,46,Virginia,NA,0.55097789,576.539978,133,NA,393.177
2003,VA,46,Virginia,NA,0.54461569,709.9199829,133,NA,383.088
2004,VA,46,Virginia,NA,0.54810059,752.289978,NA,NA,369.797
2005,VA,46,Virginia,NA,0.55390251,806.8599854,150,NA,354.967
2006,VA,46,Virginia,NA,0.56304616,870.3300171,150,NA,340.839
2007,VA,46,Virginia,NA,0.56609297,NA,185,NA,NA
2008,VA,46,Virginia,NA,0.5652709,NA,200,NA,NA
2009,VA,46,Virginia,NA,0.57282591,NA,200,NA,NA
2010,VA,46,Virginia,NA,0.59055769,NA,200,NA,526.392
2011,VA,46,Virginia,NA,0.59100592,NA,200,NA,511.016
2012,VA,46,Virginia,9223748,0.60649973,NA,200,NA,502.359
2013,VA,46,Virginia,9855058,0.58721811,NA,NA,NA,497.052
2014,VA,46,Virginia,10221303,NA,NA,NA,NA,NA
2015,VA,46,Virginia,10608711,NA,NA,NA,NA,NA
2016,VA,46,Virginia,11248106,NA,NA,NA,NA,NA
2017,VA,46,Virginia,NA,NA,NA,NA,NA,NA
2018,VA,46,Virginia,NA,NA,NA,NA,NA,NA
2019,VA,46,Virginia,NA,NA,NA,NA,NA,NA
2020,VA,46,Virginia,NA,NA,NA,NA,NA,NA
1900,VT,45,Vermont,NA,NA,NA,NA,NA,NA
1901,VT,45,Vermont,NA,NA,NA,NA,NA,NA
1902,VT,45,Vermont,NA,NA,NA,NA,NA,NA
1903,VT,45,Vermont,NA,NA,NA,NA,NA,NA
1904,VT,45,Vermont,NA,NA,NA,NA,NA,NA
1905,VT,45,Vermont,NA,NA,NA,NA,NA,NA
1906,VT,45,Vermont,NA,NA,NA,NA,NA,NA
1907,VT,45,Vermont,NA,NA,NA,NA,NA,NA
1908,VT,45,Vermont,NA,NA,NA,NA,NA,NA
1909,VT,45,Vermont,NA,NA,NA,NA,NA,NA
1910,VT,45,Vermont,NA,NA,NA,NA,NA,NA
1911,VT,45,Vermont,NA,NA,NA,NA,NA,NA
1912,VT,45,Vermont,NA,NA,NA,NA,NA,NA
1913,VT,45,Vermont,NA,NA,NA,NA,NA,NA
1914,VT,45,Vermont,NA,NA,NA,NA,NA,NA
1915,VT,45,Vermont,NA,NA,NA,NA,NA,NA
1916,VT,45,Vermont,NA,NA,NA,NA,NA,NA
1917,VT,45,Vermont,NA,0.51002711,NA,NA,NA,NA
1918,VT,45,Vermont,NA,0.43948427,NA,NA,NA,NA
1919,VT,45,Vermont,NA,0.43795624,NA,NA,NA,NA
1920,VT,45,Vermont,NA,0.40075263,NA,NA,NA,NA
1921,VT,45,Vermont,NA,0.39513439,NA,NA,NA,NA
1922,VT,45,Vermont,NA,0.42135736,NA,NA,NA,NA
1923,VT,45,Vermont,NA,0.40112013,NA,NA,NA,NA
1924,VT,45,Vermont,NA,0.40641615,NA,NA,NA,NA
1925,VT,45,Vermont,NA,0.45977533,NA,NA,NA,NA
1926,VT,45,Vermont,NA,0.45651758,NA,NA,NA,NA
1927,VT,45,Vermont,NA,0.45908111,NA,NA,NA,NA
1928,VT,45,Vermont,NA,0.47036406,NA,NA,NA,NA
1929,VT,45,Vermont,NA,0.47718585,NA,NA,NA,NA
1930,VT,45,Vermont,NA,0.43515146,NA,NA,NA,NA
1931,VT,45,Vermont,NA,0.39611146,NA,NA,NA,NA
1932,VT,45,Vermont,NA,0.38222823,NA,NA,NA,NA
1933,VT,45,Vermont,NA,0.37102395,NA,NA,NA,NA
1934,VT,45,Vermont,NA,0.38521802,NA,NA,NA,NA
1935,VT,45,Vermont,NA,0.38058344,NA,NA,NA,NA
1936,VT,45,Vermont,NA,0.41560057,NA,NA,289.436,NA
1937,VT,45,Vermont,NA,0.41581199,NA,NA,263.628,NA
1938,VT,45,Vermont,NA,0.39747015,NA,NA,362.199,NA
1939,VT,45,Vermont,NA,0.39241609,NA,NA,458.958,NA
1940,VT,45,Vermont,NA,0.39360863,NA,NA,494.754,NA
1941,VT,45,Vermont,NA,0.37848762,NA,NA,466.783,NA
1942,VT,45,Vermont,NA,0.43104109,NA,NA,425.498,NA
1943,VT,45,Vermont,NA,0.37448648,NA,NA,399.926,NA
1944,VT,45,Vermont,NA,0.41079423,NA,NA,401.506,NA
1945,VT,45,Vermont,NA,0.44710198,NA,NA,407.715,NA
1946,VT,45,Vermont,NA,0.43403694,NA,NA,456.455,NA
1947,VT,45,Vermont,NA,0.43379214,NA,NA,436.81,NA
1948,VT,45,Vermont,NA,0.41933134,NA,NA,450.382,NA
1949,VT,45,Vermont,NA,0.42412832,NA,NA,472.573,NA
1950,VT,45,Vermont,NA,0.41449305,NA,NA,478.46,NA
1951,VT,45,Vermont,NA,0.40904692,NA,NA,438.578,NA
1952,VT,45,Vermont,NA,0.41562852,NA,NA,424.794,NA
1953,VT,45,Vermont,NA,0.42053691,NA,NA,597.333,NA
1954,VT,45,Vermont,NA,0.41355854,NA,NA,608.63,NA
1955,VT,45,Vermont,NA,0.46590489,NA,NA,631.013,NA
1956,VT,45,Vermont,NA,0.43717977,NA,NA,691.007,NA
1957,VT,45,Vermont,NA,0.41851023,NA,NA,685.269,NA
1958,VT,45,Vermont,NA,0.43952334,NA,NA,688.894,NA
1959,VT,45,Vermont,NA,0.4414973,NA,NA,791.543,NA
1960,VT,45,Vermont,NA,0.44569761,NA,NA,779.57,NA
1961,VT,45,Vermont,NA,0.44869828,NA,NA,762.162,NA
1962,VT,45,Vermont,NA,0.45780638,NA,NA,746.103,NA
1963,VT,45,Vermont,NA,0.44015828,NA,NA,762.499,NA
1964,VT,45,Vermont,NA,0.45174265,NA,NA,752.775,NA
1965,VT,45,Vermont,NA,0.46117166,NA,NA,708.296,NA
1966,VT,45,Vermont,NA,0.46458656,NA,NA,649.731,NA
1967,VT,45,Vermont,NA,0.46741521,NA,NA,909.968,NA
1968,VT,45,Vermont,NA,0.47141254,NA,NA,972.802,NA
1969,VT,45,Vermont,NA,0.47603339,NA,NA,942.781,NA
1970,VT,45,Vermont,NA,0.45515728,NA,NA,963.409,NA
1971,VT,45,Vermont,NA,0.47069055,NA,NA,1036.91,NA
1972,VT,45,Vermont,NA,0.45681199,NA,NA,1015.1,NA
1973,VT,45,Vermont,NA,0.46302599,NA,NA,941.296,NA
1974,VT,45,Vermont,NA,0.46780446,NA,NA,916.824,NA
1975,VT,45,Vermont,NA,0.45888779,154.1999969,NA,914.101,NA
1976,VT,45,Vermont,NA,0.47913277,177.4100037,NA,828.508,NA
1977,VT,45,Vermont,NA,0.46098524,171.0500031,NA,766.838,NA
1978,VT,45,Vermont,NA,0.4465301,175.1399994,NA,881.9,NA
1979,VT,45,Vermont,NA,0.46039253,189.0899963,NA,818.211,NA
1980,VT,45,Vermont,NA,0.46753231,196.4700012,NA,784.462,NA
1981,VT,45,Vermont,NA,0.48035178,227.5500031,NA,848.384,NA
1982,VT,45,Vermont,NA,0.49075708,258.2799988,NA,724.622,NA
1983,VT,45,Vermont,NA,0.48934132,274.4200134,NA,715.628,NA
1984,VT,45,Vermont,NA,0.47606391,298.7600098,NA,754.246,NA
1985,VT,45,Vermont,NA,0.48152399,323.6400146,NA,702.417,NA
1986,VT,45,Vermont,NA,0.490509,343.75,NA,769.66,NA
1987,VT,45,Vermont,NA,0.5066554,364.4299927,NA,735.52,NA
1988,VT,45,Vermont,NA,0.52130002,372.0400085,NA,745.933,NA
1989,VT,45,Vermont,NA,0.53758168,438.3099976,NA,755.863,NA
1990,VT,45,Vermont,NA,0.53969836,486.1900024,NA,766.126,NA
1991,VT,45,Vermont,NA,0.55011261,609.3800049,NA,754.658,NA
1992,VT,45,Vermont,NA,0.5440765,668.0800171,NA,878.253,NA
1993,VT,45,Vermont,NA,0.54218674,704.8800049,NA,NA,NA
1994,VT,45,Vermont,NA,0.54007208,784.7000122,NA,NA,NA
1995,VT,45,Vermont,NA,0.54875505,876.1400146,NA,NA,NA
1996,VT,45,Vermont,NA,0.566742,880.8900146,NA,NA,1166.3
1997,VT,45,Vermont,NA,0.55140042,887.8099976,NA,NA,1173.28
1998,VT,45,Vermont,NA,0.56129378,956.6599731,200,NA,1145.76
1999,VT,45,Vermont,NA,0.56703657,941.0499878,200,NA,1131.88
2000,VT,45,Vermont,NA,0.5631249,1165.099976,200,NA,1084.08
2001,VT,45,Vermont,NA,0.54803109,1247.97998,200,NA,1064.8
2002,VT,45,Vermont,NA,0.55341476,1245.680054,200,NA,1050.74
2003,VT,45,Vermont,NA,0.5638594,1480.98999,200,NA,1018.8
2004,VT,45,Vermont,NA,0.57462043,1643.040039,200,NA,988.281
2005,VT,45,Vermont,NA,0.59328729,1810.72998,200,NA,952.319
2006,VT,45,Vermont,NA,0.60293734,1806.369995,200,NA,911.54
2007,VT,45,Vermont,NA,0.60593307,NA,200,NA,875.953
2008,VT,45,Vermont,NA,0.60258329,NA,200,NA,885.112
2009,VT,45,Vermont,NA,0.59097606,NA,200,NA,888.666
2010,VT,45,Vermont,NA,0.57349342,NA,200,NA,875.503
2011,VT,45,Vermont,NA,0.58413655,NA,200,NA,848.356
2012,VT,45,Vermont,1497934,0.58939099,NA,200,NA,830.907
2013,VT,45,Vermont,1629482,0.57965422,NA,NA,NA,814.614
2014,VT,45,Vermont,1673260,NA,NA,NA,NA,NA
2015,VT,45,Vermont,1728547,NA,NA,NA,NA,NA
2016,VT,45,Vermont,1769967,NA,NA,NA,NA,NA
2017,VT,45,Vermont,NA,NA,NA,NA,NA,NA
2018,VT,45,Vermont,NA,NA,NA,NA,NA,NA
2019,VT,45,Vermont,NA,NA,NA,NA,NA,NA
2020,VT,45,Vermont,NA,NA,NA,NA,NA,NA
1900,WA,47,Washington,NA,NA,NA,NA,NA,NA
1901,WA,47,Washington,NA,NA,NA,NA,NA,NA
1902,WA,47,Washington,NA,NA,NA,NA,NA,NA
1903,WA,47,Washington,NA,NA,NA,NA,NA,NA
1904,WA,47,Washington,NA,NA,NA,NA,NA,NA
1905,WA,47,Washington,NA,NA,NA,NA,NA,NA
1906,WA,47,Washington,NA,NA,NA,NA,NA,NA
1907,WA,47,Washington,NA,NA,NA,NA,NA,NA
1908,WA,47,Washington,NA,NA,NA,NA,NA,NA
1909,WA,47,Washington,NA,NA,NA,NA,NA,NA
1910,WA,47,Washington,NA,NA,NA,NA,NA,NA
1911,WA,47,Washington,NA,NA,NA,NA,NA,NA
1912,WA,47,Washington,NA,NA,NA,NA,NA,NA
1913,WA,47,Washington,NA,NA,NA,NA,NA,NA
1914,WA,47,Washington,NA,NA,NA,NA,NA,NA
1915,WA,47,Washington,NA,NA,NA,NA,NA,NA
1916,WA,47,Washington,NA,NA,NA,NA,NA,NA
1917,WA,47,Washington,NA,0.3978242,NA,NA,NA,NA
1918,WA,47,Washington,NA,0.33660766,NA,NA,NA,NA
1919,WA,47,Washington,NA,0.38832474,NA,NA,NA,NA
1920,WA,47,Washington,NA,0.31838563,NA,NA,NA,NA
1921,WA,47,Washington,NA,0.38995546,NA,NA,NA,NA
1922,WA,47,Washington,NA,0.33834159,NA,NA,NA,NA
1923,WA,47,Washington,NA,0.32604346,NA,NA,NA,NA
1924,WA,47,Washington,NA,0.33387807,NA,NA,NA,NA
1925,WA,47,Washington,NA,0.38139784,NA,NA,NA,NA
1926,WA,47,Washington,NA,0.38219976,NA,NA,NA,NA
1927,WA,47,Washington,NA,0.38245833,NA,NA,NA,NA
1928,WA,47,Washington,NA,0.42459679,NA,NA,NA,NA
1929,WA,47,Washington,NA,0.44309315,NA,NA,NA,NA
1930,WA,47,Washington,NA,0.39178386,NA,NA,NA,NA
1931,WA,47,Washington,NA,0.36463505,NA,NA,NA,NA
1932,WA,47,Washington,NA,0.35164726,NA,NA,NA,NA
1933,WA,47,Washington,NA,0.34486148,NA,NA,NA,NA
1934,WA,47,Washington,NA,0.37216198,NA,NA,NA,NA
1935,WA,47,Washington,NA,0.36238182,NA,NA,NA,NA
1936,WA,47,Washington,NA,0.4019216,NA,NA,555.292,NA
1937,WA,47,Washington,NA,0.38935125,NA,NA,562.65,NA
1938,WA,47,Washington,NA,0.38498119,NA,NA,559.411,NA
1939,WA,47,Washington,NA,0.36772025,NA,NA,583.183,NA
1940,WA,47,Washington,NA,0.34256381,NA,NA,618.946,NA
1941,WA,47,Washington,NA,0.37249932,NA,NA,738.507,NA
1942,WA,47,Washington,NA,0.36000386,NA,NA,816.856,NA
1943,WA,47,Washington,NA,0.32154441,NA,NA,1208.66,NA
1944,WA,47,Washington,NA,0.3492851,NA,NA,1311.74,NA
1945,WA,47,Washington,NA,0.37702578,NA,NA,1442.45,NA
1946,WA,47,Washington,NA,0.37246734,NA,NA,1426.64,NA
1947,WA,47,Washington,NA,0.35483781,NA,NA,1178.85,NA
1948,WA,47,Washington,NA,0.4016757,NA,NA,1139.42,NA
1949,WA,47,Washington,NA,0.39918745,NA,NA,1539.11,NA
1950,WA,47,Washington,NA,0.39995173,NA,NA,1216.54,NA
1951,WA,47,Washington,NA,0.39150918,NA,NA,976.988,NA
1952,WA,47,Washington,NA,0.39900312,NA,NA,1057.79,NA
1953,WA,47,Washington,NA,0.39755857,NA,NA,1068.45,NA
1954,WA,47,Washington,NA,0.40100873,NA,NA,1071.58,NA
1955,WA,47,Washington,NA,0.41439301,NA,NA,1210.44,NA
1956,WA,47,Washington,NA,0.4054316,NA,NA,1309.05,NA
1957,WA,47,Washington,NA,0.41638777,NA,NA,1474.84,NA
1958,WA,47,Washington,NA,0.40788886,NA,NA,1493.6,NA
1959,WA,47,Washington,NA,0.41267875,NA,NA,1462.94,NA
1960,WA,47,Washington,NA,0.40997255,NA,NA,1543.41,NA
1961,WA,47,Washington,NA,0.41810662,NA,NA,1238.01,NA
1962,WA,47,Washington,NA,0.42232567,NA,NA,1359.81,NA
1963,WA,47,Washington,NA,0.41858652,NA,NA,1109.77,NA
1964,WA,47,Washington,NA,0.43449378,NA,NA,1153.6,NA
1965,WA,47,Washington,NA,0.42911282,NA,NA,1130.52,NA
1966,WA,47,Washington,NA,0.43047601,NA,NA,1155.55,NA
1967,WA,47,Washington,NA,0.43862537,NA,NA,1212.65,NA
1968,WA,47,Washington,NA,0.44924989,NA,NA,1149.3,NA
1969,WA,47,Washington,NA,0.45677945,NA,NA,1233.79,NA
1970,WA,47,Washington,NA,0.44536424,NA,NA,1208.32,NA
1971,WA,47,Washington,NA,0.4467124,NA,NA,1099.5,NA
1972,WA,47,Washington,NA,0.44534165,NA,NA,1168.2,NA
1973,WA,47,Washington,NA,0.45512301,NA,NA,1057.51,NA
1974,WA,47,Washington,NA,0.46068236,NA,NA,1007.37,NA
1975,WA,47,Washington,NA,0.46001035,115.2600021,NA,1032.06,NA
1976,WA,47,Washington,NA,0.46899369,113.3600006,NA,966.482,NA
1977,WA,47,Washington,NA,0.46845791,140.3200073,NA,885.304,NA
1978,WA,47,Washington,NA,0.47965086,149.7100067,NA,992.616,NA
1979,WA,47,Washington,NA,0.46708897,143.2700043,NA,977.971,NA
1980,WA,47,Washington,NA,0.4728156,194.6100006,NA,978.005,NA
1981,WA,47,Washington,NA,0.46516782,223.9799957,NA,909.428,NA
1982,WA,47,Washington,NA,0.47396439,201.8000031,NA,873.557,NA
1983,WA,47,Washington,NA,0.47897607,217.6100006,NA,866.489,NA
1984,WA,47,Washington,NA,0.4811534,239.6399994,NA,891.648,NA
1985,WA,47,Washington,NA,0.48829252,274.6600037,NA,863.187,NA
1986,WA,47,Washington,NA,0.49793577,297.480011,NA,882.543,NA
1987,WA,47,Washington,NA,0.51213992,333.5799866,NA,849.332,NA
1988,WA,47,Washington,NA,0.5288012,354.5599976,NA,825.27,NA
1989,WA,47,Washington,NA,0.54892182,373.8599854,NA,784.239,NA
1990,WA,47,Washington,NA,0.54971117,431.0700073,NA,749.53,NA
1991,WA,47,Washington,NA,0.54352355,489.0899963,NA,799.591,NA
1992,WA,47,Washington,NA,0.55210084,546.6099854,NA,753.263,NA
1993,WA,47,Washington,NA,0.53591102,611.8800049,NA,NA,NA
1994,WA,47,Washington,NA,0.5385192,678.460022,NA,NA,NA
1995,WA,47,Washington,NA,0.54628301,686.7299805,NA,NA,NA
1996,WA,47,Washington,NA,0.56430358,690.3099976,NA,NA,1309.66
1997,WA,47,Washington,NA,0.56458908,724.3300171,NA,NA,1284.49
1998,WA,47,Washington,NA,0.58720255,762.9699707,185,NA,1442.65
1999,WA,47,Washington,NA,0.61026108,794.2700195,185,NA,1387.44
2000,WA,47,Washington,NA,0.60132742,860.2800293,185,NA,1326.67
2001,WA,47,Washington,NA,0.56823605,920.0200195,185,NA,1278.58
2002,WA,47,Washington,NA,0.560287,1019.559998,185,NA,1242.01
2003,WA,47,Washington,NA,0.5557698,1022.440002,185,NA,1196.05
2004,WA,47,Washington,NA,0.55836445,1038.630005,185,NA,1128.46
2005,WA,47,Washington,NA,0.56327575,1071.22998,185,NA,1064.29
2006,WA,47,Washington,NA,0.56834024,1048.319946,185,NA,1015.15
2007,WA,47,Washington,NA,0.57045102,NA,185,NA,972.05
2008,WA,47,Washington,NA,0.56715894,NA,185,NA,963.956
2009,WA,47,Washington,NA,0.57449317,NA,185,NA,967.828
2010,WA,47,Washington,NA,0.59188068,NA,185,NA,952.586
2011,WA,47,Washington,NA,0.59787148,NA,185,NA,784.838
2012,WA,47,Washington,8337257,0.61912644,NA,185,NA,768.696
2013,WA,47,Washington,8389040,0.60031062,NA,NA,NA,753.623
2014,WA,47,Washington,9785604,NA,NA,NA,NA,NA
2015,WA,47,Washington,11477978,NA,NA,NA,NA,NA
2016,WA,47,Washington,12654033,NA,NA,NA,NA,NA
2017,WA,47,Washington,NA,NA,NA,NA,NA,NA
2018,WA,47,Washington,NA,NA,NA,NA,NA,NA
2019,WA,47,Washington,NA,NA,NA,NA,NA,NA
2020,WA,47,Washington,NA,NA,NA,NA,NA,NA
1900,WI,49,Wisconsin,NA,NA,NA,NA,NA,NA
1901,WI,49,Wisconsin,NA,NA,NA,NA,NA,NA
1902,WI,49,Wisconsin,NA,NA,NA,NA,NA,NA
1903,WI,49,Wisconsin,NA,NA,NA,NA,NA,NA
1904,WI,49,Wisconsin,NA,NA,NA,NA,NA,NA
1905,WI,49,Wisconsin,NA,NA,NA,NA,NA,NA
1906,WI,49,Wisconsin,NA,NA,NA,NA,NA,NA
1907,WI,49,Wisconsin,NA,NA,NA,NA,NA,NA
1908,WI,49,Wisconsin,NA,NA,NA,NA,NA,NA
